Review Text,Sentiment Score,Sentiment,sentiment_strength
really cool learn researchbacked information happening brain learning get tips improve learning skills hope use knowledge many topics still wish learn throughout life also teach girls learn better thank dr barbara oakley dr terry sejnowski sharing knowledge world learning one fulfilling empowering experiences one thank encouraging making experience accessible anyone wishes pursue,0.76,Positive,Strong
given course stars even though think room improvement videos times feels like watching somebody reading slowly autocueteleprompter apart would recommend course everyone would even like see coursera linked directly landing web page site learning making sure everybody approaching learning process well prepared possible everybodys best interest including coursera create course material,0.46,Positive,Weak
learned really powerful techniques tackle procrastination course time plan really useful efficient write task list next day really helpful keep thing track review task list mark unfinished work also important taking course always waste time trying remember beginning day always begin task without finishing forget totally course persisted finish quiz feeling fulfilment amazing,0.44,Neutral,Weak
mooc change mindset learning learned lot learning course wellstructured loved optional readings interviews helped gain deeper understanding conceptsi unintentionally practised methods taught course past would endorse like spaced repetition helps recall materials much quicker working difficult problems helps become better faster problem solveri hope incorporate teachings course study routine,0.34,Neutral,Weak
hands one best courses ever taken reason found course extremely helpful even taking course techniques discussed implemented study routines helped boost grades significantly naturally find techniques many others wasnt aware course material assured right place also dr oakley radiates warm encouraging vibe makes want patience take tiny steps toward learning goals loved,0.68,Positive,Strong
im bad learner never teacher favorite ive struggled procrastination entire life knocked found tips course helpful relevant started course give best chance college program even started bad attitude finishing first week im excited put ive already learned action really feel connection barbra oakly guys shes northern badass thanks course youve got bad student right track,0.28,Neutral,Weak
best way end amazing course coursera learning learn powerful mental tools help master tough subjects mustcourse quite simply regardless age group belong also found interviews amazing emphasising every key point concept mentioned throughout course best gift end year recommend course enough thank much everyone made course happen prof barbara oakley profterry sejnowski amazing ever grateful aida noor,0.61,Positive,Strong
looking something different increase knowledge new areas consider taking course one fundamental skills people taught learn course give insightful insights effective learner topics memory loss procrastination connecting ideas sleep forth covered easy course require lot time valuable learners learning abilities greatly increased taking course highly recommended,0.65,Positive,Strong
absolutely love course studied positive psychology working children learning disabilities everybody learn succeed tools regardless age regardless labeled learning disabilities im personally deeply fascinated brain fond explaining brain course explain perfectly act children families working disabilities need anyone understand act like everyone learneveryone flourish,0.76,Positive,Strong
started course spending lot time procrastinating difficulty concentration finish task timewhat found information concepts help mind better projects studiesi began use pomodoro technic activities results amazing stunningi feel less anxiety thinking process productunderstanding works brain terms distraction building memory improve choose better way every assignment,0.66,Positive,Strong
life changing course course changed many small habits keeping reaching personal professional goals understanding minds works trick setting rewards following well studied antiprocrastination methods course also listening dr jordan peterson podcast made lot sense according courses material youre looking extreme change life take course listen jordnan peterson youll different person within weeks thnak,0.2,Neutral,Weak
course indeed good experience looking change career trying learn computer programming exactly done course finishing course believe study helped believe got good amount real life tips well help career well procrastinator harmed life already lot know handle procrastination try best implement tricks learned course thanks lot,0.87,Positive,Strong
learning learn get think differently procrastination favor struggling understand tough subjects suffer like people procrastination course offer fresh perspective change turn around course mandatory high school first year incoming college students walk away learning least one new thing help improve studies test taking performing pressure,0.18,Neutral,Weak
wonderful course indeed makes difference ive met almost video topic surprisingly somebody knows better searching sintific solutions problems daily professional fashion realize lot things things work reinforce cons extract maximum efficiency pros much learning means strongly influences human beings essential wish upgrade life,0.62,Positive,Strong
studied successfully many exams different subjects years suggested option undertaking new degree subject scepticaldismissive knew learn already wrong course fantastic taught excellent new techiques theories shown done naturally worked previously also done slowed lengthened learning process moving forward hope efficientproductive creative student thank,0.41,Neutral,Weak
great course tools help learn mathematics career love interested marketing data analytics order obtain degree field would need take classes statistics types math thought could confident tips obtained class also able keep present data analytics class techniques learning learn one informative empowering classes taken appreciate barbara oakley,0.75,Positive,Strong
really enjoyed course helped get back learning lockdown effective format really helped understand unlock brain works learn try learn get procrastination ruts switch things think aptitude actually efforts barbara excellent teacher facilitator loved insightful interesting explanations kept engaged throughout course loved much ive signed mindshift,0.77,Positive,Strong
great course would recommend human beings prof babara oakey prof terrance sejnoskwi great facilitators learning presentation materials well done course captivating started module could stop till take examinations examination challenging understand topic well pass best course learning neuroscience rubbishes old tired theories learning taught years explain people learn thanks sponsorship,0.7,Positive,Strong
recommend course anyone mostly high school students math subject say hate dont understand however dr barbara oakleys testimony inspiration motivation got course order motivate daughter butguess learned lot bought book mind numbers along audio learning learn mindshift reason recommend every parent know friends always good book good reference material,0.32,Neutral,Weak
love course procrastinative person studying course realized could much process wasnt boring fact made easy like learning something youre interested wasnt even interested beginning made feel know like learn gave things techniques look study habits studying academe learning life beautifully made manual brain thankful cheers brighter fulfilled future,0.42,Neutral,Weak
first foremost thanks barb oakley terry sejnowski team creating wonderful course first course ive completed coursera completely changed mindset approach life day day course may seem like useful preparing test much youd different techniques tackle fundamental problems like procrastination lack interest new things afraid new areas current field new career altogether highly recommended,0.38,Neutral,Weak
course condensed way amazing visual cues guides easy understand commit memory videos short enough easy schedule breaks inbetween also video neither long short fitting length ones attention span overall attention detail within outside contents course ie content way structured masterfully developed easy understanding course amazing id recommend anyone,0.46,Positive,Weak
cest le cours quon devrait suivre avant tout autre chose des vidos claires sous titres pour les non anglophones dans un format compact des astuces pour lapprentissage et la mmorisation tellement videntes au final quand pense mais tellement efficace thats course complete anything else clear videos subtitled non english speaking people un compact form tips tricks learning memory obvious finally look back usefull bravo thank much publishing mooc,0.23,Neutral,Weak
wow course came right time life unemployed doubting selfconfidence internalized failures innate reflections ama failure course taught points retaught neuroscience psychology physiology human leverage greatest evolutionary advantage learning completed course ive regained much selfconfidence ready get back world knowing capable hard work perseverance learning anything,0.35,Neutral,Weak
love friendly dr oakley appears always excited material automatically makes interested say think sharing background struggles made downtoearth made feel like many professors act high mighty could never intelligent dr oakley showed personal story teaching material use tips techniques ive learned courses truly learn anything,0.49,Positive,Weak
thanks dr barbara oakley dr terry sejnowski amazing course course challenging havent studied years first english specific course anglophone university definitively changed way thinking learning life thanks mental tools learning brain works built neurons strenghten amazing discovered neuroscience love learning become evidence opens mind thank much,0.54,Positive,Strong
took course may think great mooc information structured carefully video helpful learn hours day everything timementors always cheer theres plenty fellow learners speak withi personally felt everyday craving sit learn exciting discover brain workscourse provide giant amount additional information deepen subjects interested ini really started tackle procrastination fear learning effectively,0.45,Positive,Weak
course beneficial relevant days humans overwhelmed much world living people like lacks understanding brain works led us inability fully explore potentials different facets lives truly appreciate everything taught presented course try best put practice mindful relevance learning mind works taking course make realize much applicable everyday life,0.54,Positive,Strong
wish could taken course beginning high school always well enough school part truly believed things couldnt well didnt get course set straight learning takes time practice people think smartest successful often ones work hard focus better sounds clich realized upon completing course fear failure prevented learning really hard often meaningful subjects,0.34,Neutral,Weak
great course apply broad number things learning new hobby acing exam ive slowly applying ive learned even taking course know understand brain better see cues procrastination better avoiding thembut still fall trap feel like much functional human taking course already gotten work slump trouble difficult project ive putting completed pomodoro method,0.32,Neutral,Weak
really important effective useful course everyone take course aspects learning covered interesting simple way learn brain works memory going improve learn useful studying techniques help learn effectively like chunking pomodoro technique anki flashcards spaced repetition recall frequent testing todo list also learn overcome enemy us procrastination,0.65,Positive,Strong
wonderful experience learning learning processes one easily see amount work done behind get ideas together instructors highly dedicated work see efforts massive amount research papers reviewed forming course materials found course helpful changing perspective process learning cannot thank enough including interviews highly ambitious different thinking peoples thank preparing course,0.41,Neutral,Weak
happy share feelings course course methods reading preparing helpful completion course understood structerd way learning foucused mode diffused modes thingking works interviews great minds also inspires lot least thaks dr barbara okley dr terrence sejnowski providing wonderful helpful lecture series finaly thanks total team learnig learn,0.75,Positive,Strong
amazing course help deepen understanding brain also brain work hard really delve graduate level course work especially high stakes field like medicine go medical school realize well get bs exams isnt helping fully deepen knowledge im really good recall course helped understand really improve memory understanding subject regurgitate information exam,0.44,Neutral,Weak
hands one best courses ever done hesitate practically begging course course interesting attention throughout wish content taught students early makes world difference knowing learn better academically also general life would like wholeheartedly thank instructors course wouldnt anyone else quirky little edits details quiz questions made course much better,0.59,Positive,Strong
thank much great learned much former destructive habits insights course im starting build new skills dreaming years instead blacking meet obstacles challenges move forward overcome incredibly grow stonger course served power study skills way understand work competences enjoyable creative way course changed f lyfe rock barb,0.49,Positive,Weak
one best courses ive ever coursera could think box also help students achieve different ways studying english saw different approaches learning tough subjects study also shared students help study following hard start jump easy method benefits sleeping learn better chunk formation powerful tools youd shared course thanks dr barbara oakley dr terrence sejnowski team made course,0.38,Neutral,Weak
wish taken course started school put better words adequate version based age grade study definitely something taught students degree provide tools learn study betterthat would take negative connotation related school homework testing studying teaching learning would better easier also level performance would astronomically greaterhands one best courses ive taken far strongly recommended,0.56,Positive,Strong
make favor take course done lot opposite done barbara oakley nice explain every video easy muster follow course solely study techniques conventional form valuable parts brain solves problems basic chemistry affects enjoyed finished watching optional videos even bought book definitely review often dr barbara said try recall big parts learn deeply,0.37,Neutral,Weak
amazing course deceptively short holds wealth information learning science behind like optional videos readings think half time spent course spent reading blogs articles scientific journal articles reading video transcripts optional resources tips seemed first pedantic repetitive learning science behind instilled new appreciation course also great reminder truly enjoy learning,0.24,Neutral,Weak
excellent course developed years mainly trial error learning techniques rewarding find reasons work learn many counterintuitive ways improving concentration avoid procrastination get better passing tests course clearly explained ample bibligraphy develop subject particular interest presents interviews people either developed succeeding applying techniques defferent fields highly recommended,0.55,Positive,Strong
marvelous course lectures sent enthusiasm deeper learning additional resources many time recommended course peers retired parents struggling youth well folks need master new skills oakley fantastic downtoearth real never enjoyed course probably go thru refresh periodically highly recommended anyone wants get handle pragmatic steps getting something head let oakley take hand wont regret time,0.56,Positive,Strong
finished course im impressed came conclusion many pits learning course offered opportunity pinpoint obstacles widened insight learning maximize benefit learning topic throughout course ive done many tasks either involve learning new material ticking points todo list surprise able finish many tasks learn non labored efficient way learning became rather interesting,0.79,Positive,Strong
course ive pleasure deepening understanding memory tools knew learning memory tools never heard course logical easy follow program applying everything learn definitely help life seek broaden horizons took course wanted take courses one starting seemed logical thing recommend learning learn anyone idea learning beyond reading stuff books,0.42,Neutral,Weak
course eye opening student dealing lot discussed learning blocks bad habits learning helpful see chemical processes way brain deals information learning helped form better study plan coincide found lectures entertaining quizzes engaging well suited prefinal preparation would highly recommend course student individual would like improve ability understanding learning,0.35,Neutral,Weak
truly greatest teacher ever thank thank sharing love education ill always appreciate way youve teached course gave strength needed take next steps toward dream meaning life find gift purpose life give away grateful teacher course thank much,0.49,Positive,Weak
amazing course obligatory every highschool learning learn early stage life especially start going faculty invaluable people lucky enough find methods work amazing learning journey case make systematic integrating official school system even people already success learning always learn new useful tips tricks finishing course,0.52,Positive,Strong
found interesting came wellsized portions chunks easytounderstand way need master neuroscience understand actually showed useful techniques resonated past experience learning try get son complete would benefited lot knowledge opportunity learn learn age thanks lot barb oakley terry sejnowski team learning learn opportunity great experience take course,0.49,Positive,Weak
excellent course amateur love brain course helped solidify understanding brain learns metaphor analogy ive taken away many practical tools help better learn notably pomadoro technique allowing diffuse thinking writing latter tool turning screen black type huge help get einstellung focusedit mode prohibit writing leave stuck thank excellent course cant wait take mindshift,0.72,Positive,Strong
course helpful identifying going wrong studying habits helped build mental calibre approach learning new things excited rather kind fear course insightful make one realize every single damn thing wrong learning lastly learnings course going stay rest life gonna learn everything effectively thank barbara oakley sharing awesome course us,0.37,Neutral,Weak
course takes science behind learning complex subject makes easy understand apply dr oakley teaches techniques use best methods using reasoning behind course instructors apply techniques varying subjects varying levels study enjoyed course serious science practical information levity enthusiasm instructors approached topic reading references helpful thought provoking well,0.21,Neutral,Weak
course opened eyes latest advances neuroscience connection learning could saved lot time learned growing mention could earned better grades well thanks barbara terry current future generations benefit research ways learning put together want point course caters broad audience go depths reading materials put great worthwhile read,0.61,Positive,Strong
sad see class end moment im end last week much information presented elegantly explaining much answering questions ive much life course amazing get every single human know love take course next time offered thank god thats week away im going take changed life ive got feeling give information second goover may change life even deeper level,0.35,Neutral,Weak
je recommande ce cours fortement jadore ce cours il devrait tre enseigner ds le jeune ge personnellement je pratiquais certains concepts par instinct mais cest rassurant de se le faire confirmer par des sommits dans le domaine jai appris des nouveaux concepts formidables et je vais aussi pouvoir corriger certaine mauvaise habitue ou illusion que javais ce cours est une grande gnrosit il permet aussi de constater travers les entrevues que mme si vous tes un peu diffrent de la masse vous pouvez vous accomplir des niveaux dlite,0.15,Neutral,Weak
one greatest treasures modernity improving learning techniques sometimes come trial error collecting lessons learned principles like practical courses understanding behind brain works techniques effective others practical knowledge applied boost capabilities techniques world must move confort zone adapt quickly thanks remarkable job ease lives,0.76,Positive,Strong
learned course lot unfortunately didnt complete due pressing business conditions diligently searching job since manager fired used watch course videos break time using company internet counted situation abuse company resources believe fired im christian anyways would like thank much valuable information gained course barbra wonderful keep great work regards mina samir,0.45,Positive,Weak
course amazing kind things learn awesome useful learn brains work sometimes dont get understand topics recommend course kind student professional teach lot useful tools improve job life well teachers concise lessons explain topic without blind points dr barbara dr terry awesome teachers assure another kind thinking complete course,0.72,Positive,Strong
awesome course could help remove bad character learning process methodology actually tough iq low since spend much study lessons watching course videos see brain nerves system works realized iq good range also understand creative memory course best course life commence course ass soon possible thank much deed dr barbra oakley dr terrence sejnowski,0.51,Positive,Strong
always curious learn effectively frequently read lot related topics despite still learn many new interesting topics course cover concept help explain turn actions helpfulthis course greatly help students even arent student still believe beneficial need learn new things especially world rapid changehighly recommend give try weeks long truly worth,0.45,Positive,Weak
thanks course makes confident learning new things grow change maximize using coursera courses taking taking involved coursera course thank soooo much worked hard make courses accessible unable formal education still learn enrolling coursera coursera powerful source competitive workplace course enable absorb knowledge skills office fields,0.31,Neutral,Weak
course eyeopener many levels really helped put things perspective far learning subject concerned tips resonated ive hearing education learning since growing days wouldnt known deficienciesdrawbacks taken course course made reflect methods prof oakley stressed course one take responsibility hisher learning would highly recommend course happy learning,0.54,Positive,Strong
course turned everything ever told taught learning studying head school always told focus studying homework long periods time nott stop either done could recall information flawlessly knowin know long term memory working memory diffuse wish students school access information intend telling everyone course truly believe lessons information impactful valuable,0.58,Positive,Strong
course helpful course want delve deeper cognitive psychology learning new ways learn efficiently great course instructors type professors easily get along easy four week course highly recommend first course first timers good reminder learning isnt reading books making notes also put knowledge life deeply ingrain ones mind long time,0.59,Positive,Strong
useful course prepared conduct dr barbara absolutely changes perspective learning put new path learning recommend course training ages seniority level education background prior training almost giveup new training skills prepare going sidewalk terms updating skills learning objective confidence learn new skills knowledge catchup thanks training dr barbra god bless,0.35,Neutral,Weak
highly recommend course benefit learning new technique also know right path get inspired people interviewed course learned always went learning never lost goal found way learn set mind finally made really always learn till rest life great course instructors support concepts scientific evidences reinforce willpower learn improve understanding,0.52,Positive,Strong
pleasure dr oakley dr sejnowskis mooc feel sad ive finished course already put holds dr oakleys books currently reading one way writes way lectures engaging funny thoughtprovoking thank course already begun change thoughts advised one lessons wonders every day techniques mentioned applicable everything classroom thanks,0.25,Neutral,Weak
course one lifechanging moments end first degree felt learning methods used effective enough wanted know better stumbled upon course rest history really changed learning feel much confident abilities future learning would also like thank instructors professor barbara oakley particular providing supportive learning environment inspires students believe grow,0.58,Positive,Strong
course intriguing psychology major undergraduate studies content presented really brought back ive learning courses addition analogies professors used illustrate examples concepts really made easier grasp content course really rocks would absolutely recommend everyone want take online course want improve way learn go coursera go mcmaster university go university california san diego,0.39,Neutral,Weak
must course understand well harness power brain learn better effectively subjects given lots practical interesting suggestions improve learning simple techniques sometime unknowingly saw someone ignore time see actually learning ca kind hack mid learn stuff need still course finding interesting surely recommend others,0.66,Positive,Strong
would like thank dr barbara oakley dr terrence sejnowski putting together wonderful class great techniques put forth test taking tips avoiding procrastination memory palace remembering lists focusing process results well put forward class year old adult lost complete faith read learn class given courage move given great sense accomplishment also taught lot along way,0.83,Positive,Strong
amazing course tips memory beat procrastination use focused diffuse attention modes well diferences working memory long term memory work without forgetting best ways learning effective common practices called illusions competence really helpful ideas im decided review spared days week best retain mind thanks team made possible special thanks barbara terrence cheers brazil,0.65,Positive,Strong
helps understand dont smart learn learning using effective ways course helps understand procrastination happened resolve content extremely easy understand videos short simple weeks minutes commitment good go also extra reading material given us take deeper understanding scientific way help us learn effectively thanks know approach studies,0.54,Positive,Strong
beginwell course far exceeded expectations changed way thinking gradually suddenly way receive thingsit helps see things big picture like example youre struggling material end world good sleep come back tomorrow would find material much easier helps tackle procrastination memory issues addresses simple yet power techniques master subjectthank barabarai loved much,0.45,Positive,Weak
happy learned course listening dr barbara oakley interview matt bodnar podcast science success reentry transfer student start one biggest challenges bs degree cognitive science emphasis neuroscience course provided research based techniques sure extremely helpful positively impact future grades study life thank dr barbara oakley dr dr terrence sejnowski fascinating course highly recommend,0.61,Positive,Strong
ce cours devrait tre suivi avant tout autre il donne les bases essentielles du fonctionnement du cerveau et permet chacun de reprer dexprimenter de nouvelles approches neuroconomiques beaucoup plus efficaces ce cours mest doublement utile en tant quapprenant il est trs agrable suivre et rvle nos tendances ou nos habitudes peu efficaces en tant que concepteur de formation elearning il permet de concevoir des squences dapprentissage efficientes je remercie chaleureusement sejnowski f crick et b oakley,0.15,Neutral,Weak
course useful practicable despite obvious things beginning useful additional videos already started apply knowledge received wonderful course certainly pass knowledge relatives friends enhance ability learn smarter thank much barbara teren thank much entire team took part organization course definitely big thank coursera marvelous opportunities online studying,0.62,Positive,Strong
good course think accessible wide audience ranging high schoolers doctorates even people high education lot studying behind learn studying tips course presentation geared towards wider audiences however reading sections references exceptionally well written detailed provide great starting place willing delve deeply subject warmly recommend course anyone wanting improve learning skills,0.54,Positive,Strong
explained final videos instructors learning efforts life focused largely product learning rather process learning course fills gap provides opportunity take step back relate process learning missing sure completing walk new tools better understanding learning methods apply consciously confidently learn improving process learning,0.45,Positive,Weak
course informative practical start improving learning immediately watching first video fact first impression course easy presented many obvious things hindsight revising material trying summarise final project understanding amount work must done course appear say course remarkable huge gratitude barbara oakley terry sejnowski learning learn team,0.61,Positive,Strong
learning learn powerful mental tools help master tough subjects course changed perception regard learning thrown light various aspects namely focus diffuse modes pomodoro technique procrastination memory understanding illusion competence chunking team work imposter syndrome metaphor analogy test taking tips etc henceforth apply techniques systematic planned way crack tough subjects suggest teaching fraternity pursue course better teaching,0.23,Neutral,Weak
really helpful course think easy assume already know optimal strategies learning effectively probably case people class teach strategies instructors pretty wonderful make digesting material easy fun suppose experts learning would tend good teaching since taking course ive integrated techniques life like pomodoro spaced repetition among strategies highly recommend,0.79,Positive,Strong
great experience learning learn thanks course found wrong actually iam learning new things easier time time repeat information studied years ago used consider fact interested many different things problem years searching find something really like succeed thanks barbara learned start learning anything even things good efficient study thank much,0.46,Positive,Weak
exceptional course spent last years reading applying academic papers across lots different applications disciplines never doubted intelligence memory thought didnt work broken course revealed wasnt using right methods taught apply methods explained work shown practise enabled retain say course transform life better thank barb terry,0.32,Neutral,Weak
love course much thought already knew things course widened perspective taught lot thing ive wrong professor barbara warm friendly instructor dr terry also informative teacher love illustrations zombies pinball machine analogy etc ive learned much course considering taking nd course mindshift break obstacles learning discover hidden potential thank developing course,0.39,Neutral,Weak
thank dear instructors making surrounding learn explore importantly learn learn would like appreciate coursera providing extraordinary environment help come across courses enhances potential make happier ever want express gratitude entire team makes course possible sincere apology proving helpful review make course productive hope deliver courses,0.45,Positive,Weak
amazing course barbara fantastic teacher totally able transmit message clear easy way understood course really helped change view learning process content useful imposter syndrome totally applies ive feeling fear start new career paralyzed certain way different overview whole process engaged start new field use techniques taught thank,0.51,Positive,Strong
amazing beneficial journey learned course anthony metivier magnetic memory method checked barbara oakleys mind numbers well concepts learning methods outlined course book easy understand already seeing benefits life optional material amazing well thought provoking articles videos learning memory coming back learning learn order keep mind sharp thank,0.58,Positive,Strong
absolute life changing course depth quality material knowledge shared along various techniques apply feel anybody capable achieving goals ambitions barbara oakley fantastic lecturer uses right tone voice mannerism body language engage learner found motivated complete course purchased recommended books mind numbers barbara oakley things work louise bloomfield take course change life,0.44,Neutral,Weak
wonderful course helps find learning strategies best also gives chance review selfevaluate efficient present learning styles professional knowledge dr terrence sejnowski dr barbara oakley share course indeed invaluable time spent course truthfully worthy great thanks dr terrence sejnowski dr barbara oakley participants dedicated noble contribution make course available worldwide learners,0.76,Positive,Strong
good short manageable course work much time hand want deepen understanding subject lot optional recourses work optional content cut important information two instructors really passionate subjects present informative way assisted analogies mnemonics multimedia thing probably preference barbara oakley talking feels slow adjusted video speed,0.3,Neutral,Weak
amazing course students anyone wants learn anything new dr barbara oakley amazing professor way delivering lectures smooth full ease presentations slides perfect makes easy learn learning course personally benefited several ways generally become focused work study hoursi recommend must learn course teachers students anyone else wants improve learning skills,0.62,Positive,Strong
important valuable online course ive taken far enjoyed every minute incredible structure could easily apply tips daily life see fruits smart labor right away thats tip new course take simultaneously learning something else maybe preparing test youll able test tricks get habit learning smart way thank much barbara terrence teaching learn,0.61,Positive,Strong
know pomodoro technique simple help hack procrastination learned course learning learn treat rewarded good love newsletter barbara oakley lectures fantastic material well designed interviews interesting inspiring people skills get learning learn applicable every area life sorry ill try translate,0.44,Neutral,Weak
learning learn full little insights brain works comes learning exposed insights appear obvious explain multiple daily experiencesas learn brain functions comes learning techniques optimise function presented techniques easily incorporated ones daily life enhance learning effectivenessthis course gives one arsenal tools turn learning activity clear control hooks optimising effectiveness,0.28,Neutral,Weak
fantastic course definietly changed thinking pattern way look problems learning completely changed believe years done gone completely wrong pathway make lot efforts get exams know reason listen vedios earlier may different person lot achievements think every teacher professor lecturer student course cant even imagine world class course available free charge,0.31,Neutral,Weak
ce mooc est trs intressant et sadresse tout le monde et pas seulement aux professionnels du learning jy ai trouv toute une srie doutils et mthodes pour tre plus efficace dans lapprentissage comme dans le travail au quotidien jai mieux compris comment le cerveau fonctionne et comment je peux mieux utiliser son potentiel jai aussi des trucs pratiques que jai dj mis en uvre au quotidien et pas seulement dans le travail je lai suivi en anglais mais il avait des documents de rfrence traduits en franais,0.15,Neutral,Weak
first would like express gratitude involved preparation presentation course material especially prof barbara oakley prof terrence sejnowski course taught important learning techniques say definitely changed learning approach furthermore additional resources including books research articles blog posts learning memory interested readers youre wondering whether take course definitely,0.37,Neutral,Weak
course learning learn powerful mental tools help master tough subjects learned inner workings cognitive processes associated learning many practical techniques also presented utilize future coursework also share colleagues professors interesting gave information logical sequences enabling easier recall frequent quizzes also supported acquisition new ideas concepts many thanks drs barbara oakley terrence sejnowski,0.39,Neutral,Weak
took course realized could taken years ago would definitely helped undergrads process learning important focused product believe techniques learned course help studies learning never stops throughout life planning study data structure course job interview course help career growth thanks teachers creating wonderful course loved presentation skill,0.8,Positive,Strong
dr barbara oakley dr terrence sejnowski best mentors date way whole course designed contest tests quizzes assignments everything designed practice taught put practical application learn mistakes ace better applying techniques life made remarkable difference way use time learning turned far efficient thank much welldesigned course changed life,0.8,Positive,Strong
excellent summary latest research learn well introducing theory learning approaches tactics presented make highly practical course although im past stage formal education im still finding applying skills ive learned course useful approach learning new skills whether work home would highly recommend course anyone whether school college university like looking continue learning job personal life,0.51,Positive,Strong
course well structured grabs interest beginning go course learn valuable learning techniques well methods fighting procrastination overcoming frustration sometimes geti already using highlighted methods learning know special techniques proved effective learn something new course helped see studying process new perspective make conscious,0.54,Positive,Strong
course gives valuable insights brain works techniques use learn effectively illusions learning avoid lot factors influencing learning capability course easy understand fun listen tests additional interviews voluntary assignments help deepen understanding using techniques course providing highly recommended everyone wanting quick thorough introduction art learning,0.68,Positive,Strong
simple easy follow video longer minutes perfectly aligns concepts effective learning didnt expect taking course free im really glad motivates lot people take course gain important insight process take granted learning covers topics like memory procrastination really needed see revisiting course various stages life use helpful tips highly recommend,0.68,Positive,Strong
learning techniques brain works learned course insightful particularly like mnemonic memory palace techniques want improve memory creativity tried applying techniques studies say retained learned better less stressed due sufficient sleep diffused mode thinking course taught things taught even applied lifelong learning overall great course,0.37,Neutral,Weak
course touched plethora researched material applied undoubtedly make learning effective knowledge tools course shared without doubt make journey life much enriching humans curious curiosity learn create new synapses minds taken course assists effectuating learning process prove priceless days ahead thank dr barbara oakley dr terrence sejnowski creating course,0.68,Positive,Strong
much recommend taking course presents basic neuroscience topics relate learning memory test taking simple approachable way also encourages reflect often throughout course think ways apply concepts experiences instructor expert great speaker keeps engaged enjoyed listening videos driving car courses good structure assessments feel internalized much information well,0.63,Positive,Strong
simply loved course dr oakley dr sejnowski wonderful informative inspiring teachers two professors allowed course smoothly help teach suggestive reading aid future studies guests videos important let know person really tried hard learn subject succeed course gave mental tools try finishing course score ninety percent incredibly happy results,0.59,Positive,Strong
medical doctorate almost years always considered poor student avid reader avid learner poor student amazing discover correct concrete evidence based efficient simple methods become excellent student time spent always important opportunity make time spent well worth investment invaluable truly excellent course already continue recommen,0.45,Positive,Weak
throw old ideas learning studying cramming rereading excessive highlighting bring selftesting deliberate practice interleaving dont forget get descent sleep exercise concepts learned class already paying dividends material presented short video segments allow time brains diffuse mode help along also browsed optional interviews readings excellent highly recommended,0.44,Neutral,Weak
wish known course much earlieri would achieved great results excellent skills managing importantly memorizing exceptional extremely interesting right tools fast wellstructured academic studying well strategies manage procrastination professors barbara oakley terry sejnowski outstanding additionally indepth insights interviews professionals various careers end module provide practical advice,0.73,Positive,Strong
course provides phenomenally powerful tools improving ability learn well deeper understanding best available models brains work material backed scientific research wellcited throughout course instructors entertaining informative creating really great learning environment recommended course friends though cant recommend highly enough owe make next course complete,0.7,Positive,Strong
years learning still much learn learn course describes brains mechanisms related learning prescribes tips methods overcome frequently encountered impediments learning procrastination overlearning einstellung illusions competence etc presented joyous style drs oakley sejnowski makes want dust old calculus text see missed first time around wonderful wideeyed young young heart,0.48,Positive,Weak
university student fourth year suffered forgetting spent years learning presented problem friends recommended one course really enjoyable experience able remember things learning finally loved dr barbara oakley friend felt im home dr terrence sejnowski totally academic felt way also interesting since still academic student felt comfortable,0.55,Positive,Strong
dont procrastinate stop say going work mins break relax learning understand core concepts give time days come back check understanding learn interleaved intervals sleep well brain superfunctional walk jog breathe fresh air let creative part brain stimulate learn new concepts interviews really cool part coursera need hear expertsthanks barbara drs coursera simply amazing,0.59,Positive,Strong
two drs oakley seg perfect distracting mannerism verbal quirks like slow mature deliveries projected verbal content totally sync graphics content voluntary readings conclusion weeks material insightful force multiplier course please keep feature intend take advantage work furlough covid tools learning learn right mix starting ambitious learning routine going forward thank,0.42,Neutral,Weak
course provides powerful strategies get mind want effort realize personal professional goals tools resources abundance well learn learn specifically learn learn set successes crave premade paragraph felt need changing true desired mental tools help learn find consistency discipline successes thank wealth knowledge provided,0.34,Neutral,Weak
year old setting new journey first course years fascinating informative gently presented confidence undermined frequent testing help gain confidence enabled look furthering studies coursera come fine platform funds feel free explore time point confident enough look funding fulfill dreams new life thank much,0.52,Positive,Strong
